Page,Meta description
https://docs.avitai.bio/artifex/user-guide/concepts/diffusion-explained/,A diffusion generative model defines a probability path that corrupts data toward a tractable reference law and learns information needed to simulate a reverse-
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-01-masked/,"This chapter separates masked conditional training from MaskGIT-style iterative sampling, then tests conditional compatibility, Gibbs and pseudo-Gibbs"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-02-diffusion/,"This chapter derives D3PM transition matrices, exact terminal/reference mismatch, forward posteriors, reverse parameterizations, ELBO terms, and parallel-"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-03-ctmc/,"This chapter develops generator matrices, reverse rates, discrete density ratios, score entropy, and absorbing-mask processes. It adds global cycle-"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-04-flow/,"This chapter connects Markov generators, discrete flow matching, conditional-to-marginal learning, order-agnostic factorization, superposition, and adaptive"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-05-modalities/,"This chapter treats text, image, video, audio, graph, molecular, and protein representations as complete encoder/tokenizer–prior–sampler–decoder systems. It"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-06-practice/,"This capstone provides typed training and sampler audits, an oracle-to-deployment evaluation ladder, failure interventions, evidence-calibrated research"
https://docs.avitai.bio/artifex/user-guide/concepts/discrete-iterative-generation-explained/,"Autoregressive models generate discrete objects one position at a time. Discrete iterative models instead begin from a masked, corrupted, or simple reference"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-01-foundations/,"This chapter defines energy functions, normalized and unnormalized densities, partition functions, scores, and the geometric intuition behind energy landscapes."
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-02-training-sampling/,"This chapter derives one objective tree from maximum likelihood through CD and PCD, basic, denoising, and sliced score matching, NCE and negative sampling,"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-03-architectures/,"This chapter develops joint energy models and architecture choices for unconditional, conditional, and structured energy functions. For uninterrupted reading,"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-04-practice/,"This chapter focuses on stable optimization, sampler behavior, monitoring, failure diagnosis, and the distinction between qualitative energy trends and"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-05-relations-frontier/,"This chapter compares EBMs with normalized, implicit, score-based, and flow models and examines energy–score–flow constructions, their assumptions, and"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-06-synthesis/,"This chapter covers likelihood estimation, typicality, OOD limits, production constraints, key takeaways, next steps, and the primary reading sequence. For"
https://docs.avitai.bio/artifex/user-guide/concepts/ebm-explained/,An energy-based probabilistic model assigns a scalar \(E_\theta(x)\) and defines a density or mass function proportional to \(\exp[-E_\theta(x)]\) relative to a
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-01-likelihood/,"This chapter defines test NLL, ELBO gaps, bits per dimension, perplexity, tokenizer dependence, typicality, and likelihood-estimator semantics. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-02-distribution/,"This chapter derives FID, KID/MMD, and CMMD and covers precision/recall, FVD, audio, MAUVE, representation blind spots, and finite-sample behavior. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-03-conditional/,"This chapter covers alignment, controllability, guidance curves, event/sequence calibration, proper scores, diversity, task utility, and safety. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-04-human/,"This chapter develops construct validity, blinded pairwise studies, Bradley–Terry models, clustered uncertainty, rater populations, model-judge validation, and"
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-05-protocol/,"This chapter covers predeclaration, system boundaries, hierarchical variance, multiple comparisons, metric validation, gaming, contamination, and protocol"
https://docs.avitai.bio/artifex/user-guide/concepts/evaluation-06-frontier/,"This chapter audits peer-reviewed evaluation evidence, defines research exercises, and corrects common metric misconceptions. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/extended-generative-model-landscape/,The best-known neural families do not exhaust generative modeling. Copulas isolate dependence from marginals; generative stochastic networks specify a
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-01-foundations/,"This chapter defines deterministic flow maps, stochastic transition kernels, composition laws, large-step error, and the four incompatible meanings of “one"
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-02-consistency/,"This chapter compares endpoint consistency, two-time flow maps, semigroup constraints, teacher distillation, self-distillation, and direct map training. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-03-meanflow/,"This chapter derives average velocity, total-derivative training identities, shortcut recursion, guidance boundaries, and direct-training failure modes. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-04-transition/,"This chapter covers expressive stochastic transition heads, Difference Transition Matching, continuous autoregressive factorizations, full-history causality,"
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-05-distillation/,"This chapter distinguishes progressive, consistency, adversarial, distribution-matching, and inverse distillation by the teacher behavior each preserves. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/few-step-06-practice/,"This chapter supplies compute-matched reporting, relationship labels, a peer-reviewed evidence set, and research exercises. Read it continuously in the complete"
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-01-bayes-recursions/,"This chapter derives filtering, smoothing, forecasting, evidence, and path queries from one state-space law. Read it continuously in the complete guide."
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-02-kalman/,"This chapter derives the Kalman filter, its likelihood contribution, exactness boundary, missing-data semantics, and stable numerical forms. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-03-smoothing/,"This chapter develops RTS smoothing, coherent backward path simulation, information coordinates, learning statistics, and temporal scans. Read it continuously"
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-04-nonlinear-gaussian/,"This chapter separates local linearization, deterministic integration, moment estimation, and Gaussian representation error. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-05-projection-ensemble/,"This chapter derives moment projection and compares mixtures, switching approximations, ensembles, robust updates, and flow roles. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-06-practice-research/,This chapter connects non-Gaussian and learned inference to a query-specific validation and method-selection protocol. Read it continuously in the complete
https://docs.avitai.bio/artifex/user-guide/concepts/filtering-and-smoothing-state-space/,"A state-space generator defines a law over a latent trajectory and its observations. Filtering, smoothing, forecasting, path sampling, and parameter learning"
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-01-generative-systems/,"This chapter begins with the questions a generator must answer, then separates model, objective, estimator, optimizer, inference, sampling, and evaluation. For"
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-02-probability/,"This chapter builds joint, marginal, and conditional probability from the four-state tile world and distinguishes mass, density, likelihood, and sampling. For"
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-03-math-neural-networks/,"This chapter introduces the minimum vectors, matrices, expectations, gradients, and neural output contracts needed to read the family chapters. For"
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-04-learning-inference-sampling/,"This chapter traces population targets, finite objectives, parameter learning, latent inference, generation, and evaluation as distinct computations. For"
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-05-six-families/,"This chapter compares AR, VAE, GAN, EBM, diffusion, and flow models against one four-state target so their shared structures and non-equivalences stay visible."
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-06-code-and-equations/,This chapter turns the tile equations into an auditable standard-library Python generator and teaches a repeatable method for reading mathematical notation. For
https://docs.avitai.bio/artifex/user-guide/concepts/first-course-07-diagnostic/,"This chapter tests explanation, calculation, family comparison, and executable reasoning, then routes each specific gap into the complete book. For"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-01-foundations/,"This chapter establishes map direction, the change-of-variables theorem, Jacobian signs, support, topology, likelihood, and the distinction between classical"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-02-architectures/,"This chapter begins with affine, monotone-scalar, and residual design primitives, then studies NICE, RealNVP, Glow, MAF, IAF, splines, residual flows, and"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-03-training/,"This chapter separates normalized models, conditional and joint densities, variational posteriors, simulator-trained likelihoods and posteriors, direct"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-04-continuous/,"This chapter develops CNFs, Neural ODEs, divergence estimation, adjoints, conditional flow matching, OT couplings, rectified flow, stochastic interpolants, and"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-05-practice/,"This chapter compares flow families, provides implementation guidance, and examines metrics, numerical behavior, sampling cost, and production constraints. For"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-06-synthesis/,"This chapter consolidates the classical and continuous-time perspectives, routes readers to next steps, and organizes foundational and research references. For"
https://docs.avitai.bio/artifex/user-guide/concepts/flow-explained/,"Classical, continuous, and matching flows construct transport differently; this volume separates their density, likelihood, and numerical contracts."
https://docs.avitai.bio/artifex/user-guide/concepts/gan-01-foundations/,"This chapter begins with the implicit generator as a pushforward law, then derives sample-comparison requirements, proper-scoring density ratios, variational"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-02-architectures/,"This chapter connects generator and critic design, raw-score and probability semantics, and objective-compatible outputs to the geometry of the game and the"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-03-training/,"This chapter studies support mismatch, mode collapse, continuous and discretized game dynamics, discrete-output gradient estimators, Wasserstein objectives,"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-04-representations/,"This chapter covers latent geometry, inversion and editing, evaluation metrics, training practice, and careful comparisons with neighboring model families. For"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-05-frontier/,"This chapter places pure GAN objectives beside adversarial diffusion distillation and other hybrid objectives, then examines deployment limits and research"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-06-synthesis/,"This chapter consolidates the theory, diagnostics, family-selection guidance, implementation routes, and primary reading sequence. For uninterrupted reading,"
https://docs.avitai.bio/artifex/user-guide/concepts/gan-explained/,"GANs learn an implicit generator through a discriminator or critic; this volume separates the population objective, finite game dynamics, and deployed sampler."
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-01-operators/,"This chapter develops transition semigroups, infinitesimal generators, adjoint forward equations, domains, boundary conditions, and martingale"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-02-families/,"This chapter derives deterministic, diffusion, jump, jump-diffusion, and piecewise-deterministic generators on continuous and discrete state spaces. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-03-matching/,"This chapter derives the conditional-to-marginal operator formula, Markovian projection, Bregman training identity, constrained coefficients, and endpoint"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-04-superposition/,"This chapter distinguishes valid generator sums, same-path convex combinations, product-state coupling, mixtures, and operator splitting. Read it continuously"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-05-simulation/,"This chapter covers diffusion and CTMC reversal, exact and approximate event simulation, ODE/SDE solvers, splitting, stability, and error decomposition. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-06-practice/,"This chapter provides the operator comparison, evidence audit, evaluation contract, primary reference trail, and research exercises. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/general-markov-generators/,"An infinitesimal generator describes how the expectation of every suitable test function changes under a continuous-time Markov process. Deterministic flows,"
https://docs.avitai.bio/artifex/user-guide/concepts/generative-model-evaluation/,Generative evaluation asks several questions at once: Does the model assign probability correctly? Are samples faithful and diverse? Does conditioning work? Are
https://docs.avitai.bio/artifex/user-guide/concepts/generative-modeling-first-course/,"A beginner on-ramp from generative questions and finite probability through learning, inference, sampling, six model families, executable Python, and a next-route diagnostic."
https://docs.avitai.bio/artifex/user-guide/concepts/generative-models-notation/,Generative-model papers often reuse the same symbol for different objects or reverse the direction of a map without warning. This chapter fixes the conventions
https://docs.avitai.bio/artifex/user-guide/concepts/generative-models-unified/,"A query-first map of generative models that classifies probability semantics, training information, supported operations, and evidence-bounded connections."
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-01-symmetry/,"This chapter defines group actions, invariant distributions, equivariant scores and dynamics, reflection/chirality distinctions, and augmentation versus exact"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-02-structures/,"This chapter covers sets, graphs, point clouds, meshes, variable cardinality, E(n)-equivariant networks, tensor features, and center-of-mass measures. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-03-manifolds/,"This chapter develops Riemannian scores, tangent dynamics, exponential/log maps, SO(3), SE(3), quotient spaces, gauge equivariance, and parallel transport. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-04-families/,"This chapter compares equivariant diffusion, normalizing and matching flows, autoregression, EBMs, and mixed coordinate/topology generators. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-05-constraints/,"This chapter separates group symmetry from stereochemistry, topology, embeddability, conservation, periodicity, gauge structure, and scientific validity. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-06-practice/,"This chapter gives symmetry, geometry, topology, validity, quality, and compute metrics plus six peer-reviewed research records. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/geometric-equivariant-generative-modeling/,Geometric data is not an ordinary vector with unusual formatting. Sets have no canonical order; molecular coordinates are unchanged in meaning by global
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-01-foundations/,"This chapter derives state, edge, trajectory, and terminal flow and reward-proportional sampling on constructive DAGs. For uninterrupted reading, use the"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-02-local-balance/,"This chapter develops node conservation, edge detailed balance, reward boundary conditions, and local credit propagation. For uninterrupted reading, use the"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-03-trajectory-balance/,"This chapter derives trajectory balance, backward path allocation, SubTB, zero-reward handling, and off-policy coverage. For uninterrupted reading, use the"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-04-inference/,"This chapter develops learned normalizers, conditional GFlowNets, Bayesian posteriors, partial-object marginals, entropy, and comparisons with MCMC and VI. For"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-05-relations/,"This chapter distinguishes GFlowNets from RL, EBMs, normalizing flows, autoregressive models, and diffusion while labeling valid correspondences. For"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-06-practice/,"This chapter covers exploration, proportionality evaluation, the five-component design-and-evidence loop, invariants, scientific applications, failure modes,"
https://docs.avitai.bio/artifex/user-guide/concepts/gflownets-explained/,Generative Flow Networks (GFlowNets) learn a stochastic constructive policy whose terminal objects are sampled with probability proportional to a nonnegative
https://docs.avitai.bio/artifex/user-guide/concepts/governance-01-lineage/,"This chapter treats datasets as versioned transformations with record-level sources, rights, consent, hashes, derived/synthetic lineage, documentation, and"
https://docs.avitai.bio/artifex/user-guide/concepts/governance-02-contamination/,"This chapter covers exact/near/semantic overlap, entity/time leakage, benchmark and evaluator contamination, objective reweighting, split construction, and"
https://docs.avitai.bio/artifex/user-guide/concepts/governance-03-privacy/,"This chapter defines memorization and privacy attacks, threat models, differential privacy and DP-SGD, adjacency units, formal/empirical evidence, and layered"
https://docs.avitai.bio/artifex/user-guide/concepts/governance-04-provenance/,"This chapter separates provenance from detection and covers C2PA 2.4, signatures, hard/soft bindings, watermark threat models, and generated-media lineage. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/governance-05-rights/,"This chapter separates rights by action, distinguishes public/open/permissive data, points to current official EU/U.S. materials, and defines release governance"
https://docs.avitai.bio/artifex/user-guide/concepts/governance-06-practice/,"This chapter covers removal guarantees, unlearning evaluation, audit schedules, incident response, peer-reviewed evidence, and research exercises. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-01-taxonomy/,"This chapter classifies parameter, Monte Carlo, state, natural, game, implicit, functional, and search gradients through one typed contract. Read it in the"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-02-natural-geometry/,This chapter constructs Fisher--Rao geometry from tangent scores and states the exact boundary of natural-gradient invariance. Read it in the complete guide for
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-03-variational/,"This chapter develops dual natural and mean coordinates, moment motion, conjugate SVI, and the geometry of amortized variational families. Read it in the"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-04-estimators/,"This chapter treats exact marginalization, score-function and pathwise estimators, control variates, discrete relaxations, multi-sample bounds, and stochastic"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-05-computation/,"This chapter turns an exact natural vector into matrix-free Fisher products, damped solves, structured approximations, and auditable diagnostics. Read it in the"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-06-model-applications/,"This chapter locates parameter gradients, state scores, the Fisher, and their required expectations in autoregressive models, flows, VAEs, EBMs, and tractable"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-07-implicit-games/,"This chapter handles singular pushforwards, adversarial game fields, bilevel derivatives, transport pullbacks, and the distinct time-indexed laws in diffusion"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-08-processes/,"This chapter differentiates through ODEs, SDEs, MCMC, SMC, trajectory rewards, score teachers, and nonsmooth constraints while keeping the finite derivative"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-09-functional/,"This chapter develops first variations, Wasserstein gradient flows, state scores and guidance, pathwise transport velocities, SVGD, and sample-manifold"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-10-practice/,"This chapter develops natural evolution strategies, a family-by-family gradient selection procedure, controlled comparisons, and an evidence map. Read it in the"
https://docs.avitai.bio/artifex/user-guide/concepts/gradients-and-geometry-in-generative-modeling/,Generative modeling uses the word gradient for several mathematical objects. A parameter gradient trains a neural likelihood. A score is a derivative with
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-01-semantics/,"This chapter defines probability laws over derivation trees, derives yield marginalization, and explains ambiguity, recursive consistency, and weighted-grammar"
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-02-inference/,"This chapter derives inside and outside probabilities, semiring queries, posterior sampling, length conditioning, product constraints, and chart-to-circuit"
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-03-learning/,"This chapter develops supervised rule estimation, inside–outside EM, neural and compound PCFGs, low-rank parameterization, and grammar-induction"
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-04-programs/,"This chapter maps grammar-derived syntax trees through execution, separates syntax from behavior, and treats Bayesian program learning, neural-guided search,"
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-05-hybrids/,"This chapter connects grammar laws to VAEs, autoregressive and diffusion constraints, chart circuits, program search, and GFlowNets while keeping support"
https://docs.avitai.bio/artifex/user-guide/concepts/grammar-06-evaluation/,"This chapter separates yield likelihood, structural recovery, syntax, types, execution, behavioral diversity, termination, compute, and evidence maturity. For"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-inference-and-message-passing/,"A factorized generative model describes a global law through local functions. Graphical Models and Structured Probability establishes the directed, undirected,"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-01-directed/,"This chapter turns a DAG and normalized local kernels into a joint distribution, an ancestral sampler, Markov statements, and a plate-based repeated model. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-02-separation/,"This chapter develops d-separation, explaining away, selection, Markov blankets, faithfulness, Markov equivalence, and the boundary between statistical and"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-03-undirected/,"This chapter constructs MRFs from potentials, states the Hammersley–Clifford positivity boundary, derives local conditionals, and connects energies to Gaussian"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-04-learning/,"This chapter separates modular DAG learning, latent marginalization, MRF likelihood, pseudolikelihood, CRFs, and local versus global normalization. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-05-representations/,"This chapter distinguishes factor refactoring, moralization, chordal conversions, chain-graph conventions, ADMG latent projection, and specialized graphical"
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-06-workflow/,"This chapter combines probability law, graph semantics, estimator, inference, sampling, validation, and causal boundaries into one executable model contract."
https://docs.avitai.bio/artifex/user-guide/concepts/graphical-models-and-structured-probability/,A graphical model is a probability model whose structure is exposed through a graph. The graph can make a large joint law intelligible: it shows which local
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-01-foundations/,"This chapter defines implicit distributions, likelihood-free learning, simulator settings, manifold support, gradient-access interfaces, latent non-"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-02-mmd/,"This chapter derives maximum mean discrepancy, its optimal witness and topology, quadratic and linear empirical estimators, point-mass gradients, adaptive-"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-03-kernels/,"This chapter examines bandwidth, high-dimensional features, random features, statistical power, degenerate-null calibration, conditional MMD, rare modes, and a"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-04-imle/,"This chapter derives implicit maximum likelihood estimation, its hard and soft assignment gradients, pool-occupancy mass diagnostics, likelihood boundary,"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-05-sliced/,"This chapter develops sliced-Wasserstein gradients, average, max, and generalized projections, finite feature moments, energy–MMD equivalence, Sinkhorn bridges,"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-06-practice/,"This chapter compares complete objectives and systems, specifies KID/MMD and independent-witness evaluation contracts, routes methods from failure models, and"
https://docs.avitai.bio/artifex/user-guide/concepts/implicit-generators-explained/,An implicit generator defines a distribution by a sampling program
https://docs.avitai.bio/artifex/user-guide/concepts/inference-01-objects-and-queries/,"This chapter separates targets, queries, returned representations, guarantees, and validation protocols before comparing exact conditioning, MAP, grid"
https://docs.avitai.bio/artifex/user-guide/concepts/inference-02-variational/,"This chapter derives the ELBO and CAVI, builds the VMP–SVI–BBVI–ADVI automation ladder, compares posterior families, and separates model mismatch, variational"
https://docs.avitai.bio/artifex/user-guide/concepts/inference-03-estimators/,"This chapter derives the inference-facing BBVI and ADVI estimators, then compares pathwise, score-function, enumerated, Rao–Blackwellized, relaxed, biased, and"
https://docs.avitai.bio/artifex/user-guide/concepts/inference-04-weighted-sequential/,"This chapter develops importance sampling, IWAE and its parameter-block gradients, wake–sleep, SMC, AIS, and their support, weight, objective, resampling, and"
https://docs.avitai.bio/artifex/user-guide/concepts/inference-05-amortized-simulation/,"This chapter connects posterior collapse, probabilistic programs, amortized and semi-amortized refinement, and simulator-based posterior learning while"
https://docs.avitai.bio/artifex/user-guide/concepts/inference-06-validation/,"This chapter compares returned objects on shared finite targets, then builds a validation ladder from exact oracles through reference targets, SBC, posterior"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-01-measures/,"This chapter develops surprise, entropy, cross-entropy, KL divergence, continuous reference-measure boundaries, and typicality. Read it continuously in the"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-02-dependence/,"This chapter develops mutual information, conditional dependence, data processing, sufficiency, multivariate dependence, and neural estimation limits. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-03-lossless/,"This chapter turns normalized source probabilities into prefix, arithmetic, range, and ANS codes, then audits NLL, perplexity, BPD, and real bitstream overhead."
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-04-lossy/,"This chapter develops operational rate–distortion, learned entropy models, VAE rate decomposition, bits back, and the fidelity boundary of generative"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-05-channels/,"This chapter separates source coding from channel coding, derives capacity and Bayesian decoding, and scopes the connection to generative denoising. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-06-bottlenecks/,"This chapter separates exact and variational information bottlenecks, MDL, Bayesian evidence, algorithmic information, and operational research claims. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/information-coding-and-generative-modeling/,Information theory gives generative modeling a precise language for four different questions. How uncertain is a source? How much dependence is shared by two
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-01-copulas/,"This chapter develops Sklar factorization, density and sampling formulas, tail dependence, vines, discrete non-uniqueness, and diffusion/flow copulas. Read it"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-02-gsn/,"This chapter treats learned transition operators, stationary laws, denoising/score connections, ergodicity, mixing, clamped conditionals, and modern placement."
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-03-ppl/,"This chapter defines execution traces, conditioning, model–inference composition, dynamic control flow, inference compilation, likelihood-free simulation, and"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-04-tensors/,"This chapter develops MPS factorizations, nonnegative and Born constructions, contractions, bond dimension, ordering, exact queries, and evidence maturity. Read"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-05-quantum/,"This chapter covers QCBMs, quantum GANs, training objectives, finite-shot and hardware errors, data loading, output costs, and the evidence required for"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-06-constructive/,"This chapter covers probabilistic grammars, executable program distributions, neural cellular automata, randomness, local/global constraints, routing decisions,"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-07-bnp/,"This chapter develops random measures, Dirichlet processes and mixtures, stick breaking, exchangeable partitions, feature allocations, posterior computation,"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-08-point-processes/,"This chapter treats random counting measures, Poisson and history-dependent intensities, Cox processes, determinantal point processes, correct likelihoods,"
https://docs.avitai.bio/artifex/user-guide/concepts/landscape-09-random-graphs/,"This chapter develops graph-valued probability laws, stochastic block models, labeled and unlabeled likelihoods, exchangeability, graphons, sparse models, deep"
https://docs.avitai.bio/artifex/user-guide/concepts/latent-variables-and-inference/,Latent variables express unobserved structure but create difficult integrals and posteriors; this volume develops the shared inference toolkit for generative models.
https://docs.avitai.bio/artifex/user-guide/concepts/likelihood-and-normalizer-estimation/,"A generative model can have a tractable joint density while hiding the quantity a reader actually wants behind a sum, integral, or partition function. In a"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-01-factor-graphs/,"This chapter turns a product of local factors into a declared inference query, distinguishes five graph representations, and establishes an exact finite"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-02-elimination/,"This chapter derives variable elimination from distributivity and makes its cost explicit through intermediate scope, fill-in, induced width, cardinality, time,"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-03-sum-product/,"This chapter derives both factor-graph message rules, solves the running model in two passes, and separates marginals, max-marginals, MPE, marginal MAP,"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-04-junction-trees/,"This chapter restores exact tree computation by clustering variables, derives separator messages, and connects reusable calibration to arithmetic and"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-05-loopy/,"This chapter separates convergence, local consistency, and accuracy; gives a converged-but-wrong finite example; derives Gaussian information-form messages and"
https://docs.avitai.bio/artifex/user-guide/concepts/message-passing-06-compilation-learning/,"This chapter derives marginals as log-normalizer derivatives and separates cached exact algebra, randomized optimization, exact and approximate perturb-and-MAP"
https://docs.avitai.bio/artifex/user-guide/concepts/new-families-frontier-evidence/,This ledger records the primary-source research audit behind the family curriculum. It is not a leaderboard. Its purpose is to distinguish mature foundations
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-01-queries/,"This chapter separates latent marginal likelihood, Bayesian evidence, EBM partition functions, and conditional normalizers before deriving a finite exact"
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-02-importance/,"This chapter derives ordinary and self-normalized importance sampling, proposal-support conditions, variance, ESS, Pareto-tail diagnostics, and importance-"
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-03-annealing/,"This chapter derives annealed importance sampling and sequential Monte Carlo as path-space normalizer-ratio estimators, with explicit direction, kernels,"
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-04-bridges/,"This chapter compares bridge sampling, thermodynamic integration, nested sampling, posterior-ordinate identities, harmonic-mean failure, and bidirectional"
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-05-diagnostics/,"This chapter separates model, target, Monte Carlo, transition, numerical, and dataset errors, then develops estimator-specific diagnostics and a tractable"
https://docs.avitai.bio/artifex/user-guide/concepts/normalization-06-reporting/,"This chapter turns estimator assumptions, diagnostics, uncertainty, current research, and family-specific consequences into a publication-ready reporting"
